WGS84 UTM 19N
23.30700685363263 8.752215407788754 16.717
25.89772615581751 8.397434339858592 16.701
20.546900815912522 9.105051851831377 16.72
18.28617051342735 9.386783801950514 16.748
15.71603420120664 9.741054029203951 16.761
13.094815764168743 10.065735532902181 16.775
10.537400659755804 10.37956624943763 16.771
8.002701082499698 10.686658054590225 16.757
5.200045724923257 10.98500636126846 16.753
2.8700155413825996 11.240694877691567 16.744
-2.337522217188962 11.821295470930636 16.73
-4.813299676869065 12.10531607735902 16.716
-7.303568490315229 12.358834703452885 16.685
-15.058084681630135 13.212898664176464 16.705
-9.932801037211902 12.63742810394615 16.682
-12.442882015311625 12.922307689674199 16.695
-17.61261799215572 13.458765776827931 16.713
-20.138630034052767 13.747132283635437 16.723
-22.525678111589514 14.01042557042092 16.735
-24.927510383538902 14.598166848532856 16.777
-26.216931536386255 15.655059137381613 16.742
-25.803574952064082 16.9966090740636 16.777
-21.803457080502994 17.091200871393085 16.737
-24.022634091496002 17.38734171167016 16.716
-18.91405538894469 16.784503255970776 16.736
-16.11985762376571 16.514134359546006 16.717
-8.290107456152327 15.648931737989187 16.729
-10.83212741126772 15.937694483436644 16.714
-5.426916187861934 15.392277308739722 16.746
-2.923080826352816 15.132247754372656 16.755
-0.36695388017687947 14.858568094670773 16.753
2.218595363316126 14.571809187531471 16.752
4.902328814379871 14.276427760720253 16.757
9.994286742294207 13.649333819746971 16.786
12.433627033024095 13.372400755994022 16.826
7.321009418810718 13.996922078542411 16.774
14.991195046459325 13.064739770255983 16.844
17.46383885614341 12.746853363700211 16.806
22.53118113684468 12.141988192684948 16.774
19.923377098341007 12.453986573033035 16.777
25.28229225357063 11.795549856498837 16.773
27.57058681221679 11.701406124979258 16.774
29.23111002263613 12.21861558035016 16.789
29.60887570475461 13.326485671103 16.79
28.75324828014709 14.252170087769628 16.76
26.904728167457506 14.637811335735023 16.723
24.373702290351503 15.000361813232303 16.738
21.96280621981714 15.3167048022151 16.741
16.776722396491095 16.02330060582608 16.779
14.194461098581087 16.350096023641527 16.76
19.39632209134288 15.633845161646605 16.797
11.759179370943457 16.697915753349662 16.767
9.185142356727738 16.987470294348896 16.772
6.587004431290552 17.2282440001145 16.782
3.980565772508271 17.503176891244948 16.779
1.4316854459466413 17.79210642632097 16.773
-1.19929321447853 18.09234543237835 16.749
-3.7220931029878557 18.417663394473493 16.725
-6.279042764683254 18.750007590278983 16.733
-8.693378548370674 19.02015026565641 16.724
-11.322993518551812 19.283321587368846 16.733
-13.947649509296753 19.561802411451936 16.743
-16.498276654980145 19.872387361712754 16.744
-19.049904589075595 20.142874279990792 16.72
-21.532385519123636 20.43324124533683 16.723
-23.92154114553705 20.79535440914333 16.732
-25.950432237470523 21.74724787659943 16.757
-22.977996038738638 23.666898449882865 16.758
-20.42287358752219 23.35311237629503 16.768
-17.802100036584307 23.10250406898558 16.745
-15.15853406500537 22.84824135247618 16.735
-26.13779115973739 23.042064536362886 16.78
-25.011205906281248 23.804074523970485 16.773
-12.710434777836781 22.555648371577263 16.715
-10.178565913927741 22.22701423522085 16.71
-7.611469027586281 21.934539202600718 16.716
-5.009760087355971 21.653547023423016 16.724
-2.268317381385714 21.37832744140178 16.718
0.15166941058123484 21.151256307959557 16.722
2.782492966391146 20.84484870452434 16.735
5.327568209264427 20.586879146285355 16.737
10.2388767543016 20.056887658312917 16.755
7.790545111405663 20.340218949131668 16.745
15.39846033952199 19.480579394847155 16.767
17.980258618714288 19.135277170687914 16.747
20.37529871345032 18.825501357205212 16.775
23.13747930433601 18.555947192944586 16.733
30.325940604438074 19.77780465595424 16.751
25.936459453543648 18.20214142370969 16.762
28.191426301491447 18.056359737180173 16.742
29.48411249218043 20.70623112283647 16.741
30.00152208720101 18.6068741036579 16.779
12.937846925691701 19.730264357291162 16.753
27.659287734597456 21.0326382573694 16.713
