WGS84 UTM 19N
352282 4651629
-18.160816917254124 -5.412532053887844 -0.381
20.390022421255708 -11.017129944637418 8.286
-3.041561448946595 -12.117972627282143 -2.781
-1.5177315844921395 -19.616963524371386 8.257
1.1595244377385825 -13.51382805686444 19.594
-11.946289566578344 8.303194212727249 19.838
9.097102708532475 13.640974486246705 8.118
-12.259461425361224 -14.122844057157636 8.219
-8.561869959696196 16.09177325386554 19.122
-9.0257117546862 15.811390177346766 8.293
6.373911755275913 13.395327998325229 0.257
-10.644898999889847 14.647908415645361 -0.454
23.89926494268002 3.757823488675058 8.369
13.56689810944954 2.609261693432927 0.699
3.1432049975264817 12.09880014974624 19.393
-5.774722695874516 17.308056100271642 8.132
6.047027971944772 -14.109377046115696 -2.443
7.543279524426907 3.7962369238957763 19.631
-12.447717638744507 -14.10040687955916 -0.337
-16.637512200395577 -6.089177486486733 19.887
13.91158280230593 -5.0379509860649705 -0.539
0.9554897019406781 5.741697580553591 19.445
7.952215920260642 -20.758505794219673 8.415
-7.811741667683236 -9.97895932663232 19.779
12.42273801175179 7.675029222853482 0.365
-16.18434489471838 8.255751508288085 -0.297
22.09224608511431 10.037711938843131 8.265
